State,Year,Quarter,District,Total_Registered_User,Total_App_open,Latitude,Longitude,Region
Gujarat,2018,2,Banas Kantha,125849,125849,24.26960875,72.16210995,Western Region
Gujarat,2018,3,Banas Kantha,159591,159591,24.26960875,72.16210995,Western Region
Gujarat,2018,4,Banas Kantha,197774,197774,24.26960875,72.16210995,Western Region
Gujarat,2019,1,Banas Kantha,239613,239613,24.26960875,72.16210995,Western Region
Gujarat,2019,2,Banas Kantha,271379,271379,24.26960875,72.16210995,Western Region
Gujarat,2019,3,Banas Kantha,301373,301373,24.26960875,72.16210995,Western Region
Gujarat,2019,4,Banas Kantha,339582,339582,24.26960875,72.16210995,Western Region
Gujarat,2020,1,Banas Kantha,386212,386212,24.26960875,72.16210995,Western Region
Gujarat,2020,2,Banas Kantha,446603,446603,24.26960875,72.16210995,Western Region
Gujarat,2020,3,Banas Kantha,501471,501471,24.26960875,72.16210995,Western Region
Gujarat,2020,4,Banas Kantha,551645,551645,24.26960875,72.16210995,Western Region
Gujarat,2021,1,Banas Kantha,598384,598384,24.26960875,72.16210995,Western Region
Gujarat,2021,2,Banas Kantha,645073,645073,24.26960875,72.16210995,Western Region
Gujarat,2021,3,Banas Kantha,698841,698841,24.26960875,72.16210995,Western Region
Gujarat,2021,4,Banas Kantha,751116,751116,24.26960875,72.16210995,Western Region
Gujarat,2022,1,Banas Kantha,802470,802470,24.26960875,72.16210995,Western Region
Gujarat,2022,2,Banas Kantha,849884,849884,24.26960875,72.16210995,Western Region
Gujarat,2022,3,Banas Kantha,896869,896869,24.26960875,72.16210995,Western Region
Gujarat,2022,4,Banas Kantha,939693,939693,24.26960875,72.16210995,Western Region
Gujarat,2018,1,Amreli,31443,31443,21.4191439,71.25276407,Western Region
Gujarat,2018,2,Amreli,42021,42021,21.4191439,71.25276407,Western Region
Gujarat,2018,3,Amreli,53845,53845,21.4191439,71.25276407,Western Region
Gujarat,2018,4,Amreli,67020,67020,21.4191439,71.25276407,Western Region
Gujarat,2019,1,Amreli,79690,79690,21.4191439,71.25276407,Western Region
Gujarat,2019,2,Amreli,91819,91819,21.4191439,71.25276407,Western Region
Gujarat,2019,3,Amreli,101453,101453,21.4191439,71.25276407,Western Region
Gujarat,2019,4,Amreli,114242,114242,21.4191439,71.25276407,Western Region
Gujarat,2020,1,Amreli,126423,126423,21.4191439,71.25276407,Western Region
Gujarat,2020,2,Amreli,145486,145486,21.4191439,71.25276407,Western Region
Gujarat,2020,3,Amreli,161288,161288,21.4191439,71.25276407,Western Region
Gujarat,2020,4,Amreli,176011,176011,21.4191439,71.25276407,Western Region
Gujarat,2021,1,Amreli,189252,189252,21.4191439,71.25276407,Western Region
Gujarat,2021,2,Amreli,204136,204136,21.4191439,71.25276407,Western Region
Gujarat,2021,3,Amreli,221334,221334,21.4191439,71.25276407,Western Region
Gujarat,2021,4,Amreli,237874,237874,21.4191439,71.25276407,Western Region
Gujarat,2022,1,Amreli,253714,253714,21.4191439,71.25276407,Western Region
Gujarat,2022,2,Amreli,268232,268232,21.4191439,71.25276407,Western Region
Gujarat,2022,3,Amreli,281819,281819,21.4191439,71.25276407,Western Region
Gujarat,2022,4,Amreli,293382,293382,21.4191439,71.25276407,Western Region
Gujarat,2018,1,Ahmadabad,572811,572811,23.0216238,72.5797068,Western Region
Gujarat,2018,2,Ahmadabad,751746,751746,23.0216238,72.5797068,Western Region
Gujarat,2018,3,Ahmadabad,919252,919252,23.0216238,72.5797068,Western Region
Gujarat,2018,4,Ahmadabad,1212636,1212636,23.0216238,72.5797068,Western Region
Gujarat,2019,1,Ahmadabad,1450100,1450100,23.0216238,72.5797068,Western Region
Gujarat,2019,2,Ahmadabad,1656341,1656341,23.0216238,72.5797068,Western Region
Gujarat,2019,3,Ahmadabad,1848860,1848860,23.0216238,72.5797068,Western Region
Gujarat,2019,4,Ahmadabad,2015947,2015947,23.0216238,72.5797068,Western Region
Gujarat,2020,1,Ahmadabad,2185983,2185983,23.0216238,72.5797068,Western Region
Gujarat,2020,2,Ahmadabad,2384154,2384154,23.0216238,72.5797068,Western Region
Gujarat,2020,3,Ahmadabad,2580178,2580178,23.0216238,72.5797068,Western Region
Gujarat,2020,4,Ahmadabad,2787991,2787991,23.0216238,72.5797068,Western Region
Gujarat,2021,1,Ahmadabad,2999575,2999575,23.0216238,72.5797068,Western Region
Gujarat,2021,2,Ahmadabad,3209841,3209841,23.0216238,72.5797068,Western Region
Gujarat,2021,3,Ahmadabad,3445024,3445024,23.0216238,72.5797068,Western Region
Gujarat,2021,4,Ahmadabad,3679243,3679243,23.0216238,72.5797068,Western Region
Gujarat,2022,1,Ahmadabad,3897869,3897869,23.0216238,72.5797068,Western Region
Gujarat,2022,2,Ahmadabad,4105172,4105172,23.0216238,72.5797068,Western Region
Gujarat,2022,3,Ahmadabad,4319512,4319512,23.0216238,72.5797068,Western Region
Gujarat,2022,4,Ahmadabad,4530853,4530853,23.0216238,72.5797068,Western Region
Gujarat,2018,1,Dohad,16212,16212,23.0216238,72.5797068,Western Region
Gujarat,2018,2,Dohad,21983,21983,23.0216238,72.5797068,Western Region
Gujarat,2018,3,Dohad,28857,28857,23.0216238,72.5797068,Western Region
Gujarat,2018,4,Dohad,36773,36773,23.0216238,72.5797068,Western Region
Gujarat,2019,1,Dohad,45141,45141,23.0216238,72.5797068,Western Region
Gujarat,2019,2,Dohad,52197,52197,23.0216238,72.5797068,Western Region
Gujarat,2019,3,Dohad,59460,59460,23.0216238,72.5797068,Western Region
Gujarat,2019,4,Dohad,69618,69618,23.0216238,72.5797068,Western Region
Gujarat,2020,1,Dohad,81529,81529,23.0216238,72.5797068,Western Region
Gujarat,2020,2,Dohad,102250,102250,23.0216238,72.5797068,Western Region
Gujarat,2020,3,Dohad,118431,118431,23.0216238,72.5797068,Western Region
Gujarat,2020,4,Dohad,132954,132954,23.0216238,72.5797068,Western Region
Gujarat,2021,1,Dohad,144445,144445,23.0216238,72.5797068,Western Region
Gujarat,2021,2,Dohad,155988,155988,23.0216238,72.5797068,Western Region
Gujarat,2021,3,Dohad,169037,169037,23.0216238,72.5797068,Western Region
Gujarat,2021,4,Dohad,181787,181787,23.0216238,72.5797068,Western Region
Gujarat,2022,1,Dohad,194298,194298,23.0216238,72.5797068,Western Region
Gujarat,2022,2,Dohad,205476,205476,23.0216238,72.5797068,Western Region
Gujarat,2022,3,Dohad,216199,216199,23.0216238,72.5797068,Western Region
Gujarat,2022,4,Dohad,226068,226068,23.0216238,72.5797068,Western Region
Gujarat,2018,1,Navsari,35437,35437,20.952407,72.9323831,Western Region
Gujarat,2018,2,Navsari,47911,47911,20.952407,72.9323831,Western Region
Gujarat,2018,3,Navsari,60676,60676,20.952407,72.9323831,Western Region
Gujarat,2018,4,Navsari,75930,75930,20.952407,72.9323831,Western Region
Gujarat,2019,1,Navsari,91812,91812,20.952407,72.9323831,Western Region
Gujarat,2019,2,Navsari,106244,106244,20.952407,72.9323831,Western Region
Gujarat,2019,3,Navsari,118324,118324,20.952407,72.9323831,Western Region
Gujarat,2019,4,Navsari,131460,131460,20.952407,72.9323831,Western Region
Gujarat,2020,1,Navsari,146018,146018,20.952407,72.9323831,Western Region
Gujarat,2020,2,Navsari,166398,166398,20.952407,72.9323831,Western Region
Gujarat,2020,3,Navsari,183779,183779,20.952407,72.9323831,Western Region
Gujarat,2020,4,Navsari,201412,201412,20.952407,72.9323831,Western Region
Gujarat,2021,1,Navsari,216841,216841,20.952407,72.9323831,Western Region
Gujarat,2021,2,Navsari,232448,232448,20.952407,72.9323831,Western Region
Gujarat,2021,3,Navsari,250233,250233,20.952407,72.9323831,Western Region
Gujarat,2021,4,Navsari,267352,267352,20.952407,72.9323831,Western Region
Gujarat,2022,1,Navsari,283795,283795,20.952407,72.9323831,Western Region
Gujarat,2022,2,Navsari,299199,299199,20.952407,72.9323831,Western Region
Gujarat,2022,3,Navsari,314617,314617,20.952407,72.9323831,Western Region
Gujarat,2022,4,Navsari,328740,328740,20.952407,72.9323831,Western Region
Gujarat,2018,1,Patan,41580,41580,20.96661175,70.42921753,Western Region
Gujarat,2018,2,Patan,55482,55482,20.96661175,70.42921753,Western Region
Gujarat,2018,3,Patan,68979,68979,20.96661175,70.42921753,Western Region
Gujarat,2018,4,Patan,84408,84408,20.96661175,70.42921753,Western Region
Gujarat,2019,1,Patan,101323,101323,20.96661175,70.42921753,Western Region
Gujarat,2019,2,Patan,115299,115299,20.96661175,70.42921753,Western Region
Gujarat,2019,3,Patan,128573,128573,20.96661175,70.42921753,Western Region
Gujarat,2019,4,Patan,144779,144779,20.96661175,70.42921753,Western Region
Gujarat,2020,1,Patan,164027,164027,20.96661175,70.42921753,Western Region
Gujarat,2020,2,Patan,185703,185703,20.96661175,70.42921753,Western Region
Gujarat,2020,3,Patan,206708,206708,20.96661175,70.42921753,Western Region
Gujarat,2020,4,Patan,227441,227441,20.96661175,70.42921753,Western Region
Gujarat,2021,1,Patan,246083,246083,20.96661175,70.42921753,Western Region
Gujarat,2021,2,Patan,265040,265040,20.96661175,70.42921753,Western Region
Gujarat,2021,3,Patan,287021,287021,20.96661175,70.42921753,Western Region
Gujarat,2021,4,Patan,308499,308499,20.96661175,70.42921753,Western Region
Gujarat,2022,1,Patan,329312,329312,20.96661175,70.42921753,Western Region
Gujarat,2022,2,Patan,348256,348256,20.96661175,70.42921753,Western Region
Gujarat,2022,3,Patan,367059,367059,20.96661175,70.42921753,Western Region
Gujarat,2022,4,Patan,384293,384293,20.96661175,70.42921753,Western Region
Gujarat,2018,1,Kachchh,97838,97838,23.2396061,69.6734288,Western Region
Gujarat,2018,2,Kachchh,128064,128064,23.2396061,69.6734288,Western Region
Gujarat,2018,3,Kachchh,158762,158762,23.2396061,69.6734288,Western Region
Gujarat,2018,4,Kachchh,195295,195295,23.2396061,69.6734288,Western Region
Gujarat,2019,1,Kachchh,231871,231871,23.2396061,69.6734288,Western Region
Gujarat,2019,2,Kachchh,261458,261458,23.2396061,69.6734288,Western Region
Gujarat,2019,3,Kachchh,285519,285519,23.2396061,69.6734288,Western Region
Gujarat,2019,4,Kachchh,314732,314732,23.2396061,69.6734288,Western Region
Gujarat,2020,1,Kachchh,347270,347270,23.2396061,69.6734288,Western Region
Gujarat,2020,2,Kachchh,385480,385480,23.2396061,69.6734288,Western Region
Gujarat,2020,3,Kachchh,423729,423729,23.2396061,69.6734288,Western Region
Gujarat,2020,4,Kachchh,466855,466855,23.2396061,69.6734288,Western Region
Gujarat,2021,1,Kachchh,505517,505517,23.2396061,69.6734288,Western Region
Gujarat,2021,2,Kachchh,543585,543585,23.2396061,69.6734288,Western Region
Gujarat,2021,3,Kachchh,587589,587589,23.2396061,69.6734288,Western Region
Gujarat,2021,4,Kachchh,630878,630878,23.2396061,69.6734288,Western Region
Gujarat,2022,1,Kachchh,671465,671465,23.2396061,69.6734288,Western Region
Gujarat,2022,2,Kachchh,709339,709339,23.2396061,69.6734288,Western Region
Gujarat,2022,3,Kachchh,747079,747079,23.2396061,69.6734288,Western Region
Gujarat,2022,4,Kachchh,781383,781383,23.2396061,69.6734288,Western Region
Gujarat,2018,1,Surendranagar,38223,38223,22.823085,71.55342629,Western Region
Gujarat,2018,2,Surendranagar,51527,51527,22.823085,71.55342629,Western Region
Gujarat,2018,3,Surendranagar,65325,65325,22.823085,71.55342629,Western Region
Gujarat,2018,4,Surendranagar,80167,80167,22.823085,71.55342629,Western Region
Gujarat,2019,1,Surendranagar,95904,95904,22.823085,71.55342629,Western Region
Gujarat,2019,2,Surendranagar,110431,110431,22.823085,71.55342629,Western Region
Gujarat,2019,3,Surendranagar,122518,122518,22.823085,71.55342629,Western Region
Gujarat,2019,4,Surendranagar,138218,138218,22.823085,71.55342629,Western Region
Gujarat,2020,1,Surendranagar,154610,154610,22.823085,71.55342629,Western Region
Gujarat,2020,2,Surendranagar,176758,176758,22.823085,71.55342629,Western Region
Gujarat,2020,3,Surendranagar,197594,197594,22.823085,71.55342629,Western Region
Gujarat,2020,4,Surendranagar,216954,216954,22.823085,71.55342629,Western Region
Gujarat,2021,1,Surendranagar,234429,234429,22.823085,71.55342629,Western Region
Gujarat,2021,2,Surendranagar,253097,253097,22.823085,71.55342629,Western Region
Gujarat,2021,3,Surendranagar,274891,274891,22.823085,71.55342629,Western Region
Gujarat,2021,4,Surendranagar,295801,295801,22.823085,71.55342629,Western Region
Gujarat,2022,1,Surendranagar,315677,315677,22.823085,71.55342629,Western Region
Gujarat,2022,2,Surendranagar,333698,333698,22.823085,71.55342629,Western Region
Gujarat,2022,3,Surendranagar,351078,351078,22.823085,71.55342629,Western Region
Gujarat,2022,4,Surendranagar,366161,366161,22.823085,71.55342629,Western Region
Gujarat,2018,1,Morbi,30329,30329,22.79314,70.88832711,Western Region
Gujarat,2018,2,Morbi,40681,40681,22.79314,70.88832711,Western Region
Gujarat,2018,3,Morbi,52062,52062,22.79314,70.88832711,Western Region
Gujarat,2018,4,Morbi,64779,64779,22.79314,70.88832711,Western Region
Gujarat,2019,1,Morbi,77961,77961,22.79314,70.88832711,Western Region
Gujarat,2019,2,Morbi,90030,90030,22.79314,70.88832711,Western Region
Gujarat,2019,3,Morbi,101337,101337,22.79314,70.88832711,Western Region
Gujarat,2019,4,Morbi,115451,115451,22.79314,70.88832711,Western Region
Gujarat,2020,1,Morbi,130472,130472,22.79314,70.88832711,Western Region
Gujarat,2020,2,Morbi,150472,150472,22.79314,70.88832711,Western Region
Gujarat,2020,3,Morbi,168984,168984,22.79314,70.88832711,Western Region
Gujarat,2020,4,Morbi,188790,188790,22.79314,70.88832711,Western Region
Gujarat,2021,1,Morbi,205529,205529,22.79314,70.88832711,Western Region
Gujarat,2021,2,Morbi,221629,221629,22.79314,70.88832711,Western Region
Gujarat,2021,3,Morbi,240295,240295,22.79314,70.88832711,Western Region
Gujarat,2021,4,Morbi,258433,258433,22.79314,70.88832711,Western Region
Gujarat,2022,1,Morbi,275512,275512,22.79314,70.88832711,Western Region
Gujarat,2022,2,Morbi,291550,291550,22.79314,70.88832711,Western Region
Gujarat,2022,3,Morbi,307545,307545,22.79314,70.88832711,Western Region
Gujarat,2022,4,Morbi,322150,322150,22.79314,70.88832711,Western Region
Haryana,2018,1,Yamunanagar,46198,46198,22.79314,70.88832711,Northern Region
Haryana,2018,2,Yamunanagar,62261,62261,22.79314,70.88832711,Northern Region
Haryana,2018,3,Yamunanagar,77303,77303,22.79314,70.88832711,Northern Region
Haryana,2018,4,Yamunanagar,94449,94449,22.79314,70.88832711,Northern Region
Haryana,2019,1,Yamunanagar,111935,111935,22.79314,70.88832711,Northern Region
Haryana,2019,2,Yamunanagar,128212,128212,22.79314,70.88832711,Northern Region
Haryana,2019,3,Yamunanagar,143922,143922,22.79314,70.88832711,Northern Region
Haryana,2019,4,Yamunanagar,159678,159678,22.79314,70.88832711,Northern Region
Haryana,2020,1,Yamunanagar,178961,178961,22.79314,70.88832711,Northern Region
Haryana,2020,2,Yamunanagar,200549,200549,22.79314,70.88832711,Northern Region
Haryana,2020,3,Yamunanagar,221375,221375,22.79314,70.88832711,Northern Region
Haryana,2020,4,Yamunanagar,242753,242753,22.79314,70.88832711,Northern Region
Haryana,2021,1,Yamunanagar,261709,261709,22.79314,70.88832711,Northern Region
Haryana,2021,2,Yamunanagar,280813,280813,22.79314,70.88832711,Northern Region
Haryana,2021,3,Yamunanagar,302286,302286,22.79314,70.88832711,Northern Region
Haryana,2021,4,Yamunanagar,323121,323121,22.79314,70.88832711,Northern Region
Haryana,2022,1,Yamunanagar,342886,342886,22.79314,70.88832711,Northern Region
Haryana,2022,2,Yamunanagar,361342,361342,22.79314,70.88832711,Northern Region
Haryana,2022,3,Yamunanagar,380160,380160,22.79314,70.88832711,Northern Region
Haryana,2022,4,Yamunanagar,397532,397532,22.79314,70.88832711,Northern Region
Haryana,2018,1,Sonipat,79638,79638,22.79314,70.88832711,Northern Region
Haryana,2018,2,Sonipat,106837,106837,22.79314,70.88832711,Northern Region
Haryana,2018,3,Sonipat,132705,132705,22.79314,70.88832711,Northern Region
Haryana,2018,4,Sonipat,165599,165599,22.79314,70.88832711,Northern Region
Haryana,2019,1,Sonipat,199593,199593,22.79314,70.88832711,Northern Region
Haryana,2019,2,Sonipat,230883,230883,22.79314,70.88832711,Northern Region
Haryana,2019,3,Sonipat,261554,261554,22.79314,70.88832711,Northern Region
Haryana,2019,4,Sonipat,291479,291479,22.79314,70.88832711,Northern Region
Haryana,2020,1,Sonipat,325111,325111,22.79314,70.88832711,Northern Region
Haryana,2020,2,Sonipat,362890,362890,22.79314,70.88832711,Northern Region
Haryana,2020,3,Sonipat,402001,402001,22.79314,70.88832711,Northern Region
Haryana,2020,4,Sonipat,441088,441088,22.79314,70.88832711,Northern Region
Haryana,2021,1,Sonipat,475192,475192,22.79314,70.88832711,Northern Region
Haryana,2021,2,Sonipat,510058,510058,22.79314,70.88832711,Northern Region
Haryana,2021,3,Sonipat,549613,549613,22.79314,70.88832711,Northern Region
Haryana,2021,4,Sonipat,588700,588700,22.79314,70.88832711,Northern Region
Haryana,2022,1,Sonipat,626016,626016,22.79314,70.88832711,Northern Region
Haryana,2022,2,Sonipat,661278,661278,22.79314,70.88832711,Northern Region
Haryana,2022,3,Sonipat,697349,697349,22.79314,70.88832711,Northern Region
Haryana,2022,4,Sonipat,731324,731324,22.79314,70.88832711,Northern Region
Haryana,2018,1,Jind,51815,51815,29.5,76.25,Northern Region
Haryana,2018,2,Jind,68635,68635,29.5,76.25,Northern Region
Haryana,2018,3,Jind,84500,84500,29.5,76.25,Northern Region
Haryana,2018,4,Jind,103156,103156,29.5,76.25,Northern Region
Haryana,2019,1,Jind,121923,121923,29.5,76.25,Northern Region
Haryana,2019,2,Jind,138962,138962,29.5,76.25,Northern Region
Haryana,2019,3,Jind,154136,154136,29.5,76.25,Northern Region
Haryana,2019,4,Jind,170946,170946,29.5,76.25,Northern Region
Haryana,2020,1,Jind,190347,190347,29.5,76.25,Northern Region
Haryana,2020,2,Jind,211019,211019,29.5,76.25,Northern Region
Haryana,2020,3,Jind,232549,232549,29.5,76.25,Northern Region
Haryana,2020,4,Jind,254452,254452,29.5,76.25,Northern Region
Haryana,2021,1,Jind,273932,273932,29.5,76.25,Northern Region
Haryana,2021,2,Jind,294468,294468,29.5,76.25,Northern Region
Haryana,2021,3,Jind,317982,317982,29.5,76.25,Northern Region
Haryana,2021,4,Jind,340969,340969,29.5,76.25,Northern Region
Haryana,2022,1,Jind,362830,362830,29.5,76.25,Northern Region
Haryana,2022,2,Jind,383193,383193,29.5,76.25,Northern Region
Haryana,2022,3,Jind,403750,403750,29.5,76.25,Northern Region
Haryana,2022,4,Jind,422244,422244,29.5,76.25,Northern Region
Haryana,2018,1,Rohtak,62452,62452,28.8995429,76.5844714,Northern Region
Haryana,2018,2,Rohtak,82822,82822,28.8995429,76.5844714,Northern Region
Haryana,2018,3,Rohtak,101649,101649,28.8995429,76.5844714,Northern Region
Haryana,2018,4,Rohtak,124365,124365,28.8995429,76.5844714,Northern Region
Haryana,2019,1,Rohtak,147392,147392,28.8995429,76.5844714,Northern Region
Haryana,2019,2,Rohtak,169372,169372,28.8995429,76.5844714,Northern Region
Haryana,2019,3,Rohtak,190137,190137,28.8995429,76.5844714,Northern Region
Haryana,2019,4,Rohtak,209750,209750,28.8995429,76.5844714,Northern Region
Haryana,2020,1,Rohtak,231317,231317,28.8995429,76.5844714,Northern Region
Haryana,2020,2,Rohtak,254647,254647,28.8995429,76.5844714,Northern Region
Haryana,2020,3,Rohtak,280325,280325,28.8995429,76.5844714,Northern Region
Haryana,2020,4,Rohtak,305922,305922,28.8995429,76.5844714,Northern Region
Haryana,2021,1,Rohtak,329147,329147,28.8995429,76.5844714,Northern Region
Haryana,2021,2,Rohtak,353305,353305,28.8995429,76.5844714,Northern Region
Haryana,2021,3,Rohtak,380370,380370,28.8995429,76.5844714,Northern Region
Haryana,2021,4,Rohtak,407245,407245,28.8995429,76.5844714,Northern Region
Haryana,2022,1,Rohtak,432623,432623,28.8995429,76.5844714,Northern Region
Haryana,2022,2,Rohtak,456537,456537,28.8995429,76.5844714,Northern Region
Haryana,2022,3,Rohtak,481082,481082,28.8995429,76.5844714,Northern Region
Haryana,2022,4,Rohtak,504058,504058,28.8995429,76.5844714,Northern Region
Haryana,2018,1,Faridabad,231504,231504,28.3526818,77.2778173,Northern Region
Haryana,2018,2,Faridabad,306358,306358,28.3526818,77.2778173,Northern Region
Haryana,2018,3,Faridabad,383316,383316,28.3526818,77.2778173,Northern Region
Haryana,2018,4,Faridabad,521996,521996,28.3526818,77.2778173,Northern Region
Haryana,2019,1,Faridabad,634024,634024,28.3526818,77.2778173,Northern Region
Haryana,2019,2,Faridabad,716593,716593,28.3526818,77.2778173,Northern Region
Haryana,2019,3,Faridabad,792884,792884,28.3526818,77.2778173,Northern Region
Haryana,2019,4,Faridabad,862595,862595,28.3526818,77.2778173,Northern Region
Haryana,2020,1,Faridabad,935992,935992,28.3526818,77.2778173,Northern Region
Haryana,2020,2,Faridabad,1010271,1010271,28.3526818,77.2778173,Northern Region
Haryana,2020,3,Faridabad,1094570,1094570,28.3526818,77.2778173,Northern Region
Haryana,2020,4,Faridabad,1182635,1182635,28.3526818,77.2778173,Northern Region
Haryana,2021,1,Faridabad,1272506,1272506,28.3526818,77.2778173,Northern Region
Haryana,2021,2,Faridabad,1360855,1360855,28.3526818,77.2778173,Northern Region
Haryana,2021,3,Faridabad,1459758,1459758,28.3526818,77.2778173,Northern Region
Haryana,2021,4,Faridabad,1559756,1559756,28.3526818,77.2778173,Northern Region
Haryana,2022,1,Faridabad,1654074,1654074,28.3526818,77.2778173,Northern Region
Haryana,2022,2,Faridabad,1743764,1743764,28.3526818,77.2778173,Northern Region
Haryana,2022,3,Faridabad,1837594,1837594,28.3526818,77.2778173,Northern Region
Haryana,2022,4,Faridabad,1930743,1930743,28.3526818,77.2778173,Northern Region
Haryana,2018,1,Mahendragarh,45460,45460,28.3526818,77.2778173,Northern Region
Haryana,2018,2,Mahendragarh,60336,60336,28.3526818,77.2778173,Northern Region
Haryana,2018,3,Mahendragarh,74545,74545,28.3526818,77.2778173,Northern Region
Haryana,2018,4,Mahendragarh,91223,91223,28.3526818,77.2778173,Northern Region
Haryana,2019,1,Mahendragarh,109746,109746,28.3526818,77.2778173,Northern Region
Haryana,2019,2,Mahendragarh,127605,127605,28.3526818,77.2778173,Northern Region
Haryana,2019,3,Mahendragarh,144934,144934,28.3526818,77.2778173,Northern Region
Haryana,2019,4,Mahendragarh,162341,162341,28.3526818,77.2778173,Northern Region
Haryana,2020,1,Mahendragarh,181158,181158,28.3526818,77.2778173,Northern Region
Haryana,2020,2,Mahendragarh,203682,203682,28.3526818,77.2778173,Northern Region
Haryana,2020,3,Mahendragarh,225580,225580,28.3526818,77.2778173,Northern Region
Haryana,2020,4,Mahendragarh,245723,245723,28.3526818,77.2778173,Northern Region
Haryana,2021,1,Mahendragarh,265121,265121,28.3526818,77.2778173,Northern Region
Haryana,2021,2,Mahendragarh,285025,285025,28.3526818,77.2778173,Northern Region
Haryana,2021,3,Mahendragarh,307779,307779,28.3526818,77.2778173,Northern Region
Haryana,2021,4,Mahendragarh,330237,330237,28.3526818,77.2778173,Northern Region
Haryana,2022,1,Mahendragarh,351808,351808,28.3526818,77.2778173,Northern Region
Haryana,2022,2,Mahendragarh,371882,371882,28.3526818,77.2778173,Northern Region
Haryana,2022,3,Mahendragarh,392798,392798,28.3526818,77.2778173,Northern Region
Haryana,2022,4,Mahendragarh,411550,411550,28.3526818,77.2778173,Northern Region
Haryana,2018,1,Hisar,113872,113872,29.1699202,75.7185553,Northern Region
Haryana,2018,2,Hisar,147599,147599,29.1699202,75.7185553,Northern Region
Haryana,2018,3,Hisar,176380,176380,29.1699202,75.7185553,Northern Region
Haryana,2018,4,Hisar,210671,210671,29.1699202,75.7185553,Northern Region
Haryana,2019,1,Hisar,245236,245236,29.1699202,75.7185553,Northern Region
Haryana,2019,2,Hisar,277720,277720,29.1699202,75.7185553,Northern Region
Haryana,2019,3,Hisar,308179,308179,29.1699202,75.7185553,Northern Region
Haryana,2019,4,Hisar,339753,339753,29.1699202,75.7185553,Northern Region
Haryana,2020,1,Hisar,382469,382469,29.1699202,75.7185553,Northern Region
Haryana,2020,2,Hisar,417164,417164,29.1699202,75.7185553,Northern Region
Haryana,2020,3,Hisar,453910,453910,29.1699202,75.7185553,Northern Region
Haryana,2020,4,Hisar,490971,490971,29.1699202,75.7185553,Northern Region
Haryana,2021,1,Hisar,526528,526528,29.1699202,75.7185553,Northern Region
Haryana,2021,2,Hisar,564047,564047,29.1699202,75.7185553,Northern Region
Haryana,2021,3,Hisar,606513,606513,29.1699202,75.7185553,Northern Region
Haryana,2021,4,Hisar,648827,648827,29.1699202,75.7185553,Northern Region
Haryana,2022,1,Hisar,689980,689980,29.1699202,75.7185553,Northern Region
Haryana,2022,2,Hisar,727942,727942,29.1699202,75.7185553,Northern Region
Haryana,2022,3,Hisar,766206,766206,29.1699202,75.7185553,Northern Region
Haryana,2022,4,Hisar,801156,801156,29.1699202,75.7185553,Northern Region
Haryana,2018,1,Karnal,73612,73612,29.6943382,77.004248,Northern Region
Haryana,2018,2,Karnal,98276,98276,29.6943382,77.004248,Northern Region
Haryana,2018,3,Karnal,121471,121471,29.6943382,77.004248,Northern Region
Haryana,2018,4,Karnal,149062,149062,29.6943382,77.004248,Northern Region
Haryana,2019,1,Karnal,177042,177042,29.6943382,77.004248,Northern Region
Haryana,2019,2,Karnal,204255,204255,29.6943382,77.004248,Northern Region
Haryana,2019,3,Karnal,230603,230603,29.6943382,77.004248,Northern Region
Haryana,2019,4,Karnal,255280,255280,29.6943382,77.004248,Northern Region
Haryana,2020,1,Karnal,283270,283270,29.6943382,77.004248,Northern Region
Haryana,2020,2,Karnal,313828,313828,29.6943382,77.004248,Northern Region
Haryana,2020,3,Karnal,344289,344289,29.6943382,77.004248,Northern Region
Haryana,2020,4,Karnal,374733,374733,29.6943382,77.004248,Northern Region
Haryana,2021,1,Karnal,402850,402850,29.6943382,77.004248,Northern Region
Haryana,2021,2,Karnal,432042,432042,29.6943382,77.004248,Northern Region
Haryana,2021,3,Karnal,464990,464990,29.6943382,77.004248,Northern Region
Haryana,2021,4,Karnal,497166,497166,29.6943382,77.004248,Northern Region
Haryana,2022,1,Karnal,527415,527415,29.6943382,77.004248,Northern Region
Haryana,2022,2,Karnal,555939,555939,29.6943382,77.004248,Northern Region
Haryana,2022,3,Karnal,584928,584928,29.6943382,77.004248,Northern Region
Haryana,2022,4,Karnal,611868,611868,29.6943382,77.004248,Northern Region
Haryana,2018,1,Fatehabad,48955,48955,29.6943382,77.004248,Northern Region
Haryana,2018,2,Fatehabad,63066,63066,29.6943382,77.004248,Northern Region
Haryana,2018,3,Fatehabad,75108,75108,29.6943382,77.004248,Northern Region
Haryana,2018,4,Fatehabad,88259,88259,29.6943382,77.004248,Northern Region
Haryana,2019,1,Fatehabad,101001,101001,29.6943382,77.004248,Northern Region
Haryana,2019,2,Fatehabad,112543,112543,29.6943382,77.004248,Northern Region
Haryana,2019,3,Fatehabad,124153,124153,29.6943382,77.004248,Northern Region
Haryana,2019,4,Fatehabad,137065,137065,29.6943382,77.004248,Northern Region
Haryana,2020,1,Fatehabad,152969,152969,29.6943382,77.004248,Northern Region
Haryana,2020,2,Fatehabad,168959,168959,29.6943382,77.004248,Northern Region
Haryana,2020,3,Fatehabad,184755,184755,29.6943382,77.004248,Northern Region
Haryana,2020,4,Fatehabad,200390,200390,29.6943382,77.004248,Northern Region
Haryana,2021,1,Fatehabad,215301,215301,29.6943382,77.004248,Northern Region
Haryana,2021,2,Fatehabad,231017,231017,29.6943382,77.004248,Northern Region
